variable,mean_importance,sd_importance
tqwt_std_value_dec_14,5.21080652923173e-4,2.687175672272914e-5
f1,5.202608317841183e-4,3.3585040133812856e-5
tqwt_kurtosis_value_dec_30,5.173188208847471e-4,6.515558080565782e-5
app_tkeo_std_2_coef,5.133024803400698e-4,3.5837525491115014e-5
tqwt_entropy_shannon_dec_22,5.124401662908993e-4,3.9582393158666696e-5
tqwt_min_value_dec_9,5.118525933713796e-4,7.279515134309394e-5
tqwt_skewness_value_dec_24,5.095970128880833e-4,3.932550472771078e-5
tqwt_min_value_dec_27,5.093857196660746e-4,3.303811911113413e-5
tqwt_max_value_dec_28,5.084386845482481e-4,4.1437166646762155e-5
app_tkeo_std_5_coef,5.022858569308224e-4,3.369881938761486e-5
tqwt_max_value_dec_25,4.991671485888503e-4,2.7483861145591e-5
gne_nsr_tkeo,4.980993949660637e-4,3.66749331816788e-5
tqwt_max_value_dec_15,4.969990165290552e-4,4.313789757023236e-5
tqwt_entropy_log_dec_10,4.967415406925571e-4,3.5061018485992646e-5
tqwt_skewness_value_dec_1,4.934892035547006e-4,4.163846607841653e-5
app_lt_entropy_shannon_5_coef,4.910394312607335e-4,4.021403380592889e-5
tqwt_max_value_dec_35,4.901401453185813e-4,2.835363503655127e-5
tqwt_tkeo_mean_dec_28,4.894321207113278e-4,4.0958627781619986e-5
tqwt_tkeo_mean_dec_15,4.892328328416093e-4,2.6547243903574975e-5
tqwt_min_value_dec_20,4.886857058183753e-4,4.4441096158169254e-5
tqwt_mean_value_dec_27,4.882514677984624e-4,3.3752447324856327e-05
tqwt_mean_value_dec_29,4.8674731523703786e-4,4.770398086465644e-5
tqwt_skewness_value_dec_35,4.8618252155007e-4,3.192453219229614e-5
f2,4.8291255473965834e-4,3.2015318489366625e-5
tqwt_mean_value_dec_25,4.822773455223064e-4,4.206250646661428e-5
tqwt_skewness_value_dec_10,4.822307659443187e-4,4.4476399749270346e-5
det_entropy_log_2_coef,4.82073912436107e-4,3.914804494986235e-5
tqwt_median_value_dec_15,4.809296538947713e-4,3.4985168315344706e-5
tqwt_energy_dec_24,4.7995562102366653e-4,2.770229995278537e-5
tqwt_mean_value_dec_22,4.782081143391458e-4,5.7686974676171535e-5
tqwt_entropy_log_dec_3,4.755363201110831e-4,4.0362847588094014e-5
mean_delta_delta_log_energy,4.7014256193325795e-4,4.967129866383983e-5
tqwt_tkeo_std_dec_8,4.701023357066662e-4,5.0511202997433375e-5
det_tkeo_mean_10_coef,4.69499453943169e-4,2.996034513113761e-5
tqwt_median_value_dec_27,4.686546732557186e-4,2.9008659859053158e-5
tqwt_max_value_dec_1,4.6861624120663446e-4,3.711875482544516e-5
tqwt_mean_value_dec_10,4.6766870450676886e-4,4.4099002870202474e-5
tqwt_tkeo_std_dec_35,4.66320160813119e-4,3.334059479347877e-5
tqwt_kurtosis_value_dec_9,4.6335006381879277e-4,4.6460508852289195e-5
app_entropy_shannon_9_coef,4.6151528457055523e-4,2.2519290056200384e-5
tqwt_min_value_dec_31,4.584888399429885e-4,3.792038962951966e-5
tqwt_mean_value_dec_31,4.578135927442307e-4,4.798184470811895e-5
tqwt_mean_value_dec_6,4.5718077898798405e-4,4.9596333585787293e-05
tqwt_median_value_dec_8,4.5384895512845394e-4,3.4615240392029606e-5
tqwt_kurtosis_value_dec_15,4.526466805420318e-4,3.113110070883309e-5
tqwt_mean_value_dec_35,4.516216132987338e-4,5.153268151798189e-5
vfer_snr_tkeo,4.509118071893553e-4,3.3721407699804585e-5
app_det_tkeo_mean_2_coef,4.492715087462175e-4,2.5633106896753497e-5
tqwt_skewness_value_dec_36,4.481053666303427e-4,4.6969560738890295e-5
tqwt_entropy_shannon_dec_31,4.480744501183851e-4,4.141774411000938e-5
tqwt_skewness_value_dec_29,4.453383166063656e-4,5.481258044137177e-5
tqwt_kurtosis_value_dec_1,4.4296439603583646e-4,4.904546012533275e-5
std_1st_delta_delta,4.4274129167827064e-4,4.3939908504292935e-5
dda_shimmer,4.424931274790632e-4,3.167500658625688e-5
det_tkeo_mean_6_coef,4.4193202061788904e-4,3.797157275472251e-5
tqwt_max_value_dec_20,4.389177946165184e-4,3.148731257371054e-5
tqwt_min_value_dec_15,4.374235398249403e-4,4.13393645292614e-5
tqwt_min_value_dec_35,4.3643072960984896e-4,5.0227460368915344e-5
tqwt_min_value_dec_5,4.351580767344815e-4,2.9746439732168538e-5
tqwt_entropy_log_dec_22,4.3408713559432314e-4,3.0454061948602904e-5
tqwt_max_value_dec_3,4.340457163471231e-4,3.1470258034458596e-5
app_entropy_log_8_coef,4.340063081329206e-4,2.3615910472501476e-5
tqwt_entropy_shannon_dec_18,4.323811362008907e-4,2.5625460961141825e-5
tqwt_skewness_value_dec_12,4.315763624093654e-4,4.0121383280060384e-5
app_lt_tkeo_std_3_coef,4.300931820908726e-4,3.0643780391529845e-5
tqwt_min_value_dec_33,4.2785457301737365e-4,3.630875469123209e-5
det_lt_tkeo_mean_3_coef,4.270390758397942e-4,3.0411608412568634e-5
imf_snr_tkeo,4.2640697705467745e-4,2.883369086499357e-5
tqwt_median_value_dec_23,4.26114538320451e-4,3.2362309510738754e-5
tqwt_skewness_value_dec_31,4.242731324924933e-4,3.808510257363562e-5
tqwt_mean_value_dec_4,4.2087686436071255e-4,3.868384753036839e-5
tqwt_mean_value_dec_8,4.196415063952396e-4,3.2139425734147045e-5
ed2_2_coef,4.1902227803350666e-4,3.409327859437216e-5
tqwt_max_value_dec_8,4.166881497104098e-4,4.9825438232745704e-5
det_entropy_shannon_3_coef,4.157773082595754e-4,3.4618911613850515e-5
tqwt_skewness_value_dec_34,4.1569630250136636e-4,2.9177584127471187e-5
tqwt_mean_value_dec_26,4.089878397199763e-4,3.1372924971406655e-5
tqwt_min_value_dec_28,4.0833612173954426e-4,4.005264878526918e-5
tqwt_entropy_log_dec_5,4.0780099331741226e-4,2.2942118546834016e-5
tqwt_mean_value_dec_33,4.069600918530535e-4,4.090061827009958e-5
tqwt_tkeo_mean_dec_23,4.04371754394747e-4,4.050277665263614e-5
tqwt_energy_dec_17,4.0385072914553223e-4,2.2615423941362277e-5
tqwt_entropy_shannon_dec_24,4.027301707782156e-4,1.9914688238596203e-5
tqwt_entropy_shannon_dec_21,4.026068214565811e-4,3.550178801503722e-5
tqwt_min_value_dec_36,4.018706340740452e-4,2.5213563567107163e-5
mean_mfcc_0th_coef,4.0176537436682226e-4,2.8770319541359536e-5
det_tkeo_mean_3_coef,4.009244215780029e-4,2.8783969400121677e-5
tqwt_std_value_dec_20,3.997479358340173e-4,2.5573435827387977e-5
tqwt_entropy_shannon_dec_30,3.989725691067301e-4,3.3921624313112366e-5
det_lt_tkeo_mean_6_coef,3.9716424271340437e-4,3.9622974036164294e-5
tqwt_skewness_value_dec_30,3.967306880153219e-4,1.6547070950884015e-5
app_entropy_log_10_coef,3.9629089118524153e-4,2.9115218899596035e-5
det_lt_tkeo_mean_2_coef,3.961805996237038e-4,2.445518393799636e-5
tqwt_energy_dec_8,3.9590609133774896e-4,3.739404003136695e-5
tqwt_entropy_log_dec_30,3.9464962690801645e-4,3.315046276443682e-5
app_lt_entropy_shannon_10_coef,3.931402059910022e-4,2.0354514277349552e-5
tqwt_skewness_value_dec_2,3.920957267044807e-4,3.8446687706848585e-5
tqwt_median_value_dec_32,3.916943062711057e-4,2.7529947794539318e-5
tqwt_energy_dec_23,3.905883024900177e-4,2.366042390687211e-5
tqwt_energy_dec_32,3.899858225421542e-4,2.4890843122026358e-5
tqwt_mean_value_dec_28,3.895740543053866e-4,4.6596869074638297e-5
tqwt_tkeo_mean_dec_24,3.8928930149177964e-4,2.6765153008039776e-5
tqwt_energy_dec_31,3.8602282568453504e-4,2.4409888902712494e-5
app_lt_entropy_log_7_coef,3.84903354469046e-4,2.522444049387687e-5
std_delta_delta_0th,3.8486493875540474e-4,3.5260170362952354e-5
tqwt_median_value_dec_17,3.8459435177989887e-4,2.8337360088601176e-5
ed2_5_coef,3.840110493301526e-4,4.481526777590497e-5
tqwt_min_value_dec_2,3.817099683180632e-4,1.8881422999298106e-5
tqwt_max_value_dec_9,3.799055262971036e-4,2.9073256969727914e-5
tqwt_std_value_dec_29,3.768094817643491e-4,3.132401078521057e-5
app_lt_tkeo_std_1_coef,3.757058283869126e-4,2.0920071849658933e-5
app_tkeo_std_3_coef,3.743679085031105e-4,2.9872992003489262e-5
tqwt_tkeo_mean_dec_21,3.7428216744003496e-4,2.7714243328619694e-5
tqwt_tkeo_mean_dec_3,3.733307659567112e-4,3.136775616856842e-5
tqwt_tkeo_std_dec_25,3.72124569183621e-4,3.295014266183812e-5
tqwt_mean_value_dec_3,3.708984178516215e-4,4.5656627313425196e-5
app_tkeo_std_8_coef,3.7007076941744855e-4,3.088495066678883e-5
det_entropy_log_3_coef,3.6889005162608635e-4,2.360520892272486e-5
tqwt_energy_dec_20,3.6878200415617807e-4,2.8843889004313824e-5
app_tkeo_std_7_coef,3.687752851761893e-4,2.7733161486173084e-5
app_entropy_log_6_coef,3.683150171822213e-4,2.4949416729725907e-5
tqwt_skewness_value_dec_19,3.680695482041368e-4,2.7330009217348043e-5
std_mfcc_9th_coef,3.680148063006544e-4,3.126239946869524e-5
tqwt_max_value_dec_31,3.647232713702973e-4,5.172259094304629e-5
tqwt_entropy_shannon_dec_10,3.6416249593971574e-4,2.8457811278180898e-5
gq_prc5_95,3.6330092324341124e-4,4.177629159554611e-5
tqwt_skewness_value_dec_14,3.63219299659407e-4,4.546804242610434e-5
tqwt_kurtosis_value_dec_19,3.60988006576749e-4,3.2323222804326775e-5
std_mfcc_11th_coef,3.6097119825509184e-4,2.6013959438358825e-5
app_lt_entropy_shannon_7_coef,3.5932985259345696e-4,2.5108652353082846e-5
tqwt_entropy_shannon_dec_15,3.5716484529798545e-4,2.662991242799991e-5
tqwt_tkeo_std_dec_1,3.5685645866423155e-4,1.9935671071887422e-5
app_lt_entropy_shannon_8_coef,3.5575316010767874e-4,1.9168774285879756e-5
tqwt_median_value_dec_14,3.5558717084828705e-4,4.834041294271414e-5
tqwt_mean_value_dec_21,3.5557559727228074e-4,3.181659320817636e-5
det_lt_entropy_shannon_6_coef,3.5333735610871577e-4,3.1079187295717284e-5
tqwt_kurtosis_value_dec_13,3.5266782953755863e-4,3.011329257034239e-5
mean_1st_delta,3.5247504505079734e-4,2.7588741977780016e-5
tqwt_entropy_log_dec_23,3.5076768359506335e-4,2.6418132714605554e-5
std_0th_delta,3.4972463149831364e-4,2.8824981369631206e-5
vfer_nsr_tkeo,3.489148516090688e-4,3.4325254848618677e-05
vfer_mean,3.488803813306501e-4,2.715543511623087e-5
tqwt_std_value_dec_21,3.479434650782405e-4,2.5905400881894107e-5
tqwt_max_value_dec_16,3.459556097283118e-4,3.051179854901484e-5
tqwt_entropy_log_dec_6,3.452203897058211e-4,2.8006957412716834e-5
tqwt_min_value_dec_4,3.4513888312996677e-4,3.449347364947807e-5
tqwt_skewness_value_dec_20,3.439697470430718e-4,4.618007560215822e-5
det_lt_entropy_log_4_coef,3.4283785605814166e-4,3.1723820114373616e-5
det_entropy_log_8_coef,3.4280608042150585e-4,2.909025988669814e-5
tqwt_min_value_dec_21,3.421833919590742e-4,2.6566517958114685e-5
tqwt_median_value_dec_24,3.4065002269600833e-4,3.423703470180317e-5
mean_10th_delta_delta,3.351180701531135e-4,3.180053740253412e-5
mean_6th_delta,3.332877254714569e-4,3.348823619920243e-5
tqwt_energy_dec_10,3.297649381599157e-4,3.42060117750435e-5
mean_3rd_delta,3.2851943214492037e-4,4.4487996093093116e-5
app_lt_tkeo_std_2_coef,3.253589027909027e-4,2.5550551085055896e-5
tqwt_max_value_dec_21,3.248957087976591e-4,2.9335750241234324e-5
tqwt_mean_value_dec_1,3.2333604767151037e-4,3.003322920828972e-5
tqwt_energy_dec_36,3.232411656162442e-4,2.8780876021322596e-5
tqwt_tkeo_std_dec_2,3.2273252155001433e-4,2.509409159579428e-5
tqwt_tkeo_std_dec_36,3.2225042217442254e-4,2.6067165583917457e-5
tqwt_max_value_dec_24,3.219708434928075e-4,2.085012383722313e-5
std_3rd_delta,3.207187821025133e-4,2.8350690857187597e-5
tqwt_energy_dec_19,3.199523673911899e-4,2.2672742752458143e-5
tqwt_std_value_dec_3,3.1847625869361887e-4,2.9895279954106637e-5
tqwt_mean_value_dec_14,3.1811839251235876e-4,3.0800453382905434e-5
mean_delta_log_energy,3.175479238223163e-4,2.4745070540747276e-5
tqwt_min_value_dec_1,3.16187662288993e-4,3.153787639524007e-5
det_tkeo_std_2_coef,3.156242978294639e-4,2.7305710854717446e-5
tqwt_energy_dec_21,3.15484255976771e-4,2.2954914210110833e-5
app_entropy_shannon_10_coef,3.1514749742997064e-4,1.812057576000692e-5
tqwt_median_value_dec_10,3.149913557990403e-4,2.6064932477609525e-5
tqwt_skewness_value_dec_22,3.110624921730842e-4,2.5735174997378168e-5
det_lt_entropy_log_2_coef,3.1103856902823417e-4,2.3126218027521518e-5
tqwt_min_value_dec_3,3.0935675228007097e-4,3.0615893572284855e-5
tqwt_median_value_dec_11,3.085236229305362e-4,3.743881645398244e-5
mean_9th_delta,3.078049745281336e-4,3.4875683449043765e-5
tqwt_median_value_dec_4,3.074565059013528e-4,2.542256328982281e-5
tqwt_entropy_log_dec_24,3.039254026838121e-4,2.0818317921124105e-5
tqwt_tkeo_std_dec_10,3.0367202806316047e-4,3.608823990825566e-5
det_lt_tkeo_std_5_coef,0.00030242815987578133,2.175168958024165e-5
ed_2_coef,3.017557474585581e-4,3.3497409361667165e-5
tqwt_energy_dec_29,3.012530205582218e-4,2.622789364350287e-5
vfer_std,3.001783933071727e-4,2.345115616321512e-5
tqwt_kurtosis_value_dec_3,2.992248647271325e-4,2.0402810003686892e-5
tqwt_median_value_dec_5,2.9759648339114706e-4,1.996685301004889e-5
tqwt_max_value_dec_30,2.9728549348843295e-4,2.870467226078752e-5
det_entropy_log_4_coef,2.9691079808473334e-4,3.780111089027604e-5
std_mfcc_5th_coef,2.9611038223664797e-4,3.0263822686698423e-5
tqwt_min_value_dec_24,2.944769038963029e-4,4.019742370758681e-5
mean_12th_delta_delta,2.9391200274981623e-4,3.2020850951535116e-5
app_tkeo_std_1_coef,2.909489368143026e-4,2.521729013363284e-5
tqwt_energy_dec_4,2.9061600435198584e-4,3.485700732138713e-5
det_tkeo_mean_5_coef,2.8910294107985105e-4,3.07197691296528e-5
mean_1st_delta_delta,2.8825266459277113e-4,2.451807607955339e-5
tqwt_skewness_value_dec_16,2.8682532128807204e-4,3.015087862975706e-5
tqwt_max_value_dec_23,2.8682127245875194e-4,2.449842027384933e-5
tqwt_entropy_log_dec_2,2.864021844612529e-4,2.2442075699802837e-5
tqwt_median_value_dec_21,2.8560447193773044e-4,2.6250862184127564e-5
ed_8_coef,2.8496143502438844e-4,2.679601771840258e-5
det_lt_tkeo_mean_8_coef,2.832626405168701e-4,2.9387324681170508e-5
mean_mfcc_8th_coef,2.826189730731198e-4,2.5093477012027468e-5
tqwt_tkeo_std_dec_32,2.8129527403384145e-4,2.9656394182592453e-5
tqwt_skewness_value_dec_21,2.798725317753028e-4,1.6561104948298234e-5
imf_nsr_seo,2.793809596642975e-4,2.840378227841651e-5
det_entropy_shannon_10_coef,2.790117617184023e-4,2.697634024282621e-5
det_lt_entropy_log_8_coef,2.7737011715947427e-4,2.6930173464695846e-5
tqwt_kurtosis_value_dec_4,2.771180668887209e-4,3.0260907916797846e-5
tqwt_skewness_value_dec_33,2.762471512101568e-4,2.9077794803907215e-5
tqwt_tkeo_mean_dec_10,2.7506734880176377e-4,2.2858140866668438e-5
det_lt_tkeo_mean_4_coef,2.743518547945738e-4,3.6740458321298906e-5
tqwt_std_value_dec_10,2.72697339746135e-4,2.8573372939440644e-5
tqwt_tkeo_std_dec_21,2.719579387066097e-4,2.654837446204762e-5
ed_6_coef,2.685587980737745e-4,2.7149045774356934e-5
tqwt_median_value_dec_6,2.6726784178288966e-4,2.12527326955901e-5
mean_11th_delta,2.664300586395351e-4,3.4849870474086554e-5
tqwt_tkeo_std_dec_23,2.6389015271112757e-4,2.4237074874421037e-5
tqwt_tkeo_mean_dec_30,2.630910759578303e-4,2.8174485857728112e-5
imf_nsr_entropy,2.6193384823265794e-4,2.468740082350398e-5
tqwt_tkeo_std_dec_24,2.6063987375340726e-4,2.8512062055861664e-5
det_tkeo_mean_2_coef,2.606193543994069e-4,3.087455077613457e-5
tqwt_entropy_shannon_dec_4,2.585793557083882e-4,2.0151446005496198e-5
ed2_8_coef,2.584182209317527e-4,2.856965210763647e-5
det_lt_tkeo_mean_7_coef,2.5667478008188437e-4,2.7568877955689704e-5
mean_mfcc_11th_coef,2.5632895690037784e-4,2.288493111644884e-5
det_lt_entropy_shannon_7_coef,2.5610246031627e-4,3.1298682705733035e-5
mean_mfcc_9th_coef,2.552091950232333e-4,3.1332579834690784e-5
tqwt_median_value_dec_18,2.541266570295921e-4,2.2146466572812847e-5
tqwt_entropy_log_dec_36,2.533342978538017e-4,2.0833234944896046e-5
det_entropy_shannon_2_coef,2.5316613497305236e-4,2.018281819819772e-5
ed2_4_coef,2.505830759456843e-4,2.167587921248978e-5
mean_7th_delta,2.464980947195177e-4,2.3212336631408635e-5
tqwt_max_value_dec_22,2.457015669724851e-4,2.3140863818120246e-5
tqwt_mean_value_dec_23,2.4545385828861875e-4,2.2252350349177264e-5
tqwt_skewness_value_dec_13,2.453389316482708e-4,2.457681321941994e-5
tqwt_std_value_dec_22,2.4416777947283827e-4,1.8867542181879075e-5
ed2_6_coef,2.434685638293919e-4,2.5718684583003638e-5
mean_4th_delta_delta,2.4307144155806206e-4,2.4689569092533145e-5
det_lt_tkeo_std_2_coef,2.4239288495352514e-4,2.4913169698838003e-5
tqwt_max_value_dec_2,2.4193119678509232e-4,1.961600979101708e-5
tqwt_mean_value_dec_2,2.4188155122584342e-4,3.1343322594020305e-5
tqwt_energy_dec_9,2.4175506737625428e-4,2.1617502914073406e-5
det_tkeo_std_7_coef,2.412887433340169e-4,1.924360179761248e-5
det_tkeo_std_4_coef,2.403973459706245e-4,2.307244014714356e-5
det_entropy_log_6_coef,2.401297818433873e-4,2.646187279464895e-5
ed_7_coef,2.368423367027553e-4,2.1851174075324686e-5
mean_9th_delta_delta,2.361826144019501e-4,2.4676883834427753e-5
tqwt_mean_value_dec_20,2.3591908717897678e-4,2.4014073233767748e-5
tqwt_entropy_log_dec_4,2.358066285595329e-4,2.6725744647646746e-5
tqwt_kurtosis_value_dec_10,2.3489147814543228e-4,2.990477004977808e-5
det_lt_tkeo_mean_5_coef,2.345059013340946e-4,2.6487794468540382e-5
mean_7th_delta_delta,2.3339250288165655e-4,2.8401313281224572e-5
tqwt_tkeo_std_dec_3,2.3209941137360002e-4,2.7433379131602066e-5
mean_6th_delta_delta,2.313149543762741e-4,2.287098607508138e-5
tqwt_median_value_dec_1,2.3125916944398417e-4,2.5398549947359102e-5
tqwt_kurtosis_value_dec_11,2.3111602868468572e-4,2.7550062355715256e-5
tqwt_tkeo_std_dec_29,2.3045293118993736e-4,3.161420975061561e-5
tqwt_median_value_dec_20,2.3022731913570745e-4,3.240848493475352e-5
tqwt_energy_dec_3,2.288672482283965e-4,2.2265833681200237e-5
det_lt_entropy_shannon_4_coef,2.2874390170174517e-4,2.7799075783236633e-5
tqwt_energy_dec_22,2.2871307200911305e-4,2.800177858399327e-5
tqwt_entropy_shannon_dec_2,2.2862236252850764e-4,2.4058346657032668e-5
ed_4_coef,2.282193908432147e-4,2.1118243668632787e-5
det_lt_entropy_shannon_8_coef,2.2792250956957843e-4,2.0280353713837956e-5
tqwt_median_value_dec_9,2.273966252284848e-4,1.7675672066109598e-5
tqwt_kurtosis_value_dec_2,2.2673600833148153e-4,2.6681948956022483e-5
mean_8th_delta_delta,2.2670837516418945e-4,2.309171178486753e-5
det_entropy_log_9_coef,2.2623479905044727e-4,1.8299911823686907e-5
mean_8th_delta,2.2559841242155207e-4,2.043876526587058e-5
mean_3rd_delta_delta,2.250768472770891e-4,2.9265626214892605e-5
tqwt_median_value_dec_26,2.2506155767145327e-4,2.9240263940198268e-5
ed_9_coef,2.2472884802207595e-4,1.6226889797003612e-5
det_lt_tkeo_std_4_coef,2.2452010883019803e-4,1.8039604863867643e-5
mean_11th_delta_delta,2.2349153886455707e-4,2.134634322899967e-5
tqwt_mean_value_dec_24,2.2297621079182288e-4,2.4011493812936618e-5
gq_std_cycle_closed,2.1696139990647992e-4,2.2505185279864888e-5
det_lt_entropy_shannon_5_coef,2.1176814162413016e-4,2.5103180094510685e-5
tqwt_tkeo_mean_dec_29,2.1160084115896021e-4,1.7902912824347688e-5
tqwt_energy_dec_2,2.109792890542085e-4,1.7676199653414066e-5
det_lt_tkeo_std_10_coef,2.095292740739771e-4,2.4786336892667598e-5
det_entropy_shannon_5_coef,2.084436160804452e-4,1.9330200604770482e-5
tqwt_max_value_dec_29,2.084223587892752e-4,1.7812136835749344e-5
tqwt_min_value_dec_23,2.054287695337881e-4,2.009511403801244e-5
tqwt_median_value_dec_29,2.0529821773738492e-4,2.2881953391004456e-5
det_lt_entropy_log_5_coef,2.0464997178179907e-4,1.611772636198496e-5
ed_5_coef,2.0443367796101e-4,2.0631056691696076e-5
det_tkeo_std_8_coef,2.030628562553879e-4,1.789275329667789e-5
tqwt_entropy_log_dec_20,2.0294237877437854e-4,2.1030255699127125e-5
tqwt_min_value_dec_32,2.0223035710071705e-4,2.412795196981102e-5
tqwt_min_value_dec_22,2.0214962322845232e-4,1.9804587447979068e-5
tqwt_tkeo_std_dec_22,0.00020199665122913602,1.4992771218985717e-5
tqwt_entropy_log_dec_21,2.0181357563094215e-4,2.0058948262601525e-5
det_entropy_log_5_coef,2.0167839730908323e-4,1.1210455023319819e-5
tqwt_tkeo_mean_dec_2,2.0074780292219017e-4,1.444008021884346e-5
tqwt_skewness_value_dec_7,2.0063351422291393e-4,2.8589995329653556e-5
det_lt_tkeo_mean_9_coef,2.000402969500491e-4,2.3455981831124654e-5
det_lt_entropy_shannon_10_coef,1.9839809986039948e-4,2.6594475123264154e-5
det_lt_tkeo_mean_10_coef,1.9751627857363384e-4,2.0044462929241466e-5
tqwt_max_value_dec_4,1.9693708093164783e-4,2.2197838014123102e-5
tqwt_tkeo_std_dec_20,1.9600730564248687e-4,1.9588244880712492e-5
std_mfcc_0th_coef,1.9584340234121106e-4,1.6199029495586155e-5
mean_4th_delta,1.9477404494141177e-4,2.2309570325325997e-5
det_entropy_shannon_4_coef,1.9466823998260226e-4,1.7977282002281435e-5
tqwt_skewness_value_dec_32,1.942703900696099e-4,1.807543365639478e-5
tqwt_tkeo_mean_dec_4,1.9386976469069564e-4,1.8943816694199296e-5
tqwt_min_value_dec_16,1.9307726388884645e-4,1.8421033106481927e-5
mean_10th_delta,1.9202350339085825e-4,1.620813676718358e-5
app_det_tkeo_mean_6_coef,1.9002072773608607e-4,1.3092226888990212e-5
tqwt_median_value_dec_30,1.8707878199723937e-4,1.9481648760966713e-5
ed2_9_coef,1.8700512094156234e-4,2.632457179052257e-5
det_lt_entropy_shannon_9_coef,1.8695408991592169e-4,1.4755089589020481e-5
tqwt_mean_value_dec_15,1.8617878278349325e-4,1.9194225715536407e-5
det_entropy_log_7_coef,1.8486036657313392e-4,1.7957684933046807e-5
det_lt_entropy_log_7_coef,1.844764481503365e-4,2.1492299460333657e-5
tqwt_entropy_shannon_dec_23,1.8352206407586908e-4,1.7006582384779887e-5
det_tkeo_std_5_coef,1.80482158118056e-4,1.4981777961462184e-5
tqwt_tkeo_std_dec_4,1.790609516658408e-4,1.8751265984538293e-5
det_tkeo_mean_9_coef,1.7872231417566387e-4,1.8385912824263393e-5
tqwt_tkeo_std_dec_30,1.7782469906251725e-4,1.720641815951294e-5
det_entropy_shannon_7_coef,1.7707117719475775e-4,1.8191638759943274e-5
det_lt_entropy_log_9_coef,1.768874062590184e-4,1.9659148229613323e-5
tqwt_skewness_value_dec_6,1.7601061451543945e-4,2.3727883852640455e-5
tqwt_kurtosis_value_dec_5,1.756917156578395e-4,1.9476765953572925e-5
ed2_10_coef,1.749152372693117e-4,1.81563083103296e-5
det_entropy_shannon_8_coef,1.70345118085315e-4,1.71327312583397e-5
tqwt_tkeo_mean_dec_20,1.703437464244752e-4,1.8038371162602435e-5
mean_delta_delta_0th,1.6857640028111677e-4,2.169889517849397e-5
det_entropy_shannon_6_coef,1.6809514431190473e-4,2.087720416256848e-5
mean_5th_delta_delta,1.664106868308651e-4,1.8064327592577426e-5
det_lt_tkeo_std_9_coef,1.653894558912876e-4,1.5019265125016858e-5
det_tkeo_std_6_coef,1.6479006170373338e-4,1.7332201681655042e-5
det_lt_entropy_log_10_coef,1.64610999671679e-4,2.0823446345212493e-5
det_lt_tkeo_std_6_coef,1.6420010883109353e-4,2.517817741375812e-5
tqwt_std_value_dec_24,1.641849387337816e-4,1.7654654406448953e-5
tqwt_mean_value_dec_30,1.629268434171018e-4,2.042238758186659e-5
tqwt_std_value_dec_30,1.6251345941362325e-4,1.85048826502793e-5
tqwt_min_value_dec_30,1.5909381719346471e-4,2.1375922671712147e-5
det_lt_entropy_log_6_coef,1.5765660116988443e-4,1.9767629368948998e-5
tqwt_skewness_value_dec_18,1.5460304135947258e-4,2.056795539120862e-5
tqwt_max_value_dec_32,1.5391790547620207e-4,2.1503949889932123e-5
tqwt_kurtosis_value_dec_8,1.5382968175861402e-4,2.4709497677517476e-5
mean_2nd_delta_delta,1.5258687334058257e-4,2.384592441567039e-5
ed_10_coef,1.5009594025417104e-4,1.7240334533193418e-5
det_tkeo_std_9_coef,1.4791308168370364e-4,2.1219806668072168e-5
det_tkeo_mean_7_coef,1.4235818806976265e-4,2.583193990151677e-5
tqwt_std_value_dec_4,1.4157390111885348e-4,1.6119583435417914e-5
tqwt_kurtosis_value_dec_6,1.3959274489353364e-4,2.3816889451283385e-5
tqwt_tkeo_mean_dec_22,1.3908991561107338e-4,1.4385274123167733e-5
ed2_7_coef,1.386863421964758e-4,2.219435611410617e-5
tqwt_median_value_dec_2,1.374397868949154e-4,1.244943092423562e-5
det_entropy_shannon_1_coef,1.3369746914867898e-4,1.6315431076540802e-5
tqwt_std_value_dec_23,1.3078023305031084e-4,1.5443527116756698e-5
det_entropy_log_10_coef,1.276706307679356e-4,1.9210084229782953e-5
det_lt_tkeo_std_8_coef,1.2760420776405934e-4,1.6997092624112058e-5
tqwt_skewness_value_dec_5,1.2690994458885467e-4,1.166703514989998e-5
tqwt_skewness_value_dec_4,1.2659387263840293e-4,1.8933496723975347e-5
det_tkeo_mean_4_coef,1.216487044452746e-4,1.770277722365181e-5
tqwt_min_value_dec_29,1.2081168635306014e-4,1.5017109002797875e-5
det_lt_tkeo_std_7_coef,1.1915975630446314e-4,1.6512359145803392e-5
tqwt_entropy_shannon_dec_3,1.1405973581261555e-4,1.7452972588544696e-5
ea,1.115747022199778e-4,1.4497977436764018e-5
det_tkeo_std_10_coef,1.1110594655976533e-4,1.2271336153235008e-5
det_entropy_shannon_9_coef,1.1010178529407713e-4,2.013249169910016e-5
ea2,9.567513952161921e-5,1.4647803980836001e-5
det_lt_entropy_shannon_2_coef,9.255148772987591e-5,1.4010534775693224e-5
det_tkeo_mean_8_coef,8.480122180703909e-5,1.3262182013392882e-5
